word,pos,n_observed,n_total,alt_pos,open_class
disagrees,verb,1,1,,1
disallow,verb,1,1,,1
disallowed,verb,1,1,,1
disappear,verb,1,1,,1
disappearance,noun,1,1,,1
disappeared,verb,1,1,,1
disappearing,verb,1,1,,1
disappears,verb,1,1,,1
disappoint,verb,1,1,,1
disappointed,verb_adj,1,1,,1
disappointing,verb_adj,1,1,,1
disappointment,noun,1,1,,1
disappointments,noun,1,1,,1
disappoints,verb,1,1,,1
disapproval,noun,1,1,,1
disapprove,verb,1,1,,1
disapproved,verb,1,1,,1
disapproving,verb,1,1,,1
disarm,verb,1,1,,1
disarmament,noun,1,1,,1
disarmed,verb,1,1,,1
disarming,verb_adj,1,1,,1
disarray,noun_verb,1,1,,1
disassembled,verb,1,1,,1
disaster,noun,1,1,,1
disasters,noun,1,1,,1
disastrous,adj,1,1,,1
disband,verb,1,1,,1
disbanded,verb,1,1,,1
disbanding,verb,1,1,,1
disbarred,verb,1,1,,1
disbelief,noun,1,1,,1
disc,noun_verb,1,1,,1
discarded,verb,1,1,,1
discarding,verb,1,1,,1
discern,verb,1,1,,1
discernible,adj,1,1,,1
discerning,verb_adj,1,1,,1
discharge,undef,1,1,,1
discharged,verb,1,1,,1
discharging,verb,1,1,,1
disciple,noun,1,1,,1
disciples,noun,1,1,,1
disciplinary,adj,1,1,,1
discipline,noun_verb,1,1,,1
disciplined,verb,1,1,,1
disciplines,noun_verb,1,1,,1
disclaim,verb,1,1,,1
disclaimer,noun,1,1,,1
disclaimers,noun,1,1,,1
disclose,verb,1,1,,1
disclosed,verb,1,1,,1
discloses,verb,1,1,,1
disclosing,verb,1,1,,1
disclosure,noun,1,1,,1
disclosures,noun,1,1,,1
disco,noun,1,1,,1
discomfort,noun_verb,1,1,,1
disconcerting,verb,1,1,,1
disconnect,verb,1,1,,1
disconnected,verb_adj,1,1,,1
disconsolately,adv,1,1,,1
discontent,adj,1,1,,1
discontinue,verb,1,1,,1
discontinued,verb,1,1,,1
discontinuing,verb,1,1,,1
discord,noun_verb,1,1,,1
discos,noun,1,1,,1
discoteque,undef,1,1,,1
discotheque,undef,1,1,,1
discounted,verb,1,1,,1
discounting,verb,1,1,,1
discourage,verb,1,1,,1
discouraged,verb,1,1,,1
discouragement,noun,1,1,,1
discourages,verb,1,1,,1
discouraging,verb,1,1,,1
discover,verb,1,1,,1
discovered,verb,1,1,,1
discoverer,noun,1,1,,1
discovering,verb,1,1,,1
discovers,verb,1,1,,1
discovery,noun,1,1,,1
discoverys,noun,1,1,,1
discredit,noun_verb,1,1,,1
discredited,verb,1,1,,1
discreet,adj,1,1,,1
discreetly,adv,1,1,,1
discrepancy,noun,1,1,,1
discrepancys,noun,1,1,,1
discrete,adj,1,1,,1
discretion,noun,1,1,,1
discretionary,adj,1,1,,1
discriminate,verb_adj,1,1,,1
discriminated,verb,1,1,,1
discriminates,verb,1,1,,1
discriminating,verb_adj,1,1,,1
discrimination,noun,1,1,,1
discriminatory,adj,1,1,,1
discus,noun,1,1,,1
discuss,verb,1,1,,1
discussed,verb,1,1,,1
discusses,verb,1,1,,1
discussing,verb,1,1,,1
discussion,noun,1,1,,1
discussions,noun,1,1,,1
disdain,noun_verb,1,1,,1
disease,noun,1,1,,1
diseased,adj,1,1,,1
diseases,noun,1,1,,1
disembark,verb,1,1,,1
disembarked,verb,1,1,,1
disembodied,verb_adj,1,1,,1
disenchanted,verb,1,1,,1
disenchantment,noun,1,1,,1
disenfranchised,verb,1,1,,1
disenfranchisement,noun,1,1,,1
disengaged,verb,1,1,,1
disengagement,noun,1,1,,1
disgrace,noun_verb,1,1,,1
disgraced,verb,1,1,,1
disgraceful,adj,1,1,,1
disgruntled,verb_adj,1,1,,1
disguise,noun_verb,1,1,,1
disguised,verb,1,1,,1
disguises,noun_verb,1,1,,1
disguising,verb,1,1,,1
disgust,noun_verb,1,1,,1
disgusted,verb,1,1,,1
disgusting,verb_adj,1,1,,1
dish,noun_verb,1,1,,1
dishearten,verb,1,1,,1
disheartened,verb,1,1,,1
disheartening,verb,1,1,,1
dished,verb_adj,1,1,,1
dishes,noun_verb,1,1,,1
dishing,verb,1,1,,1
dishonest,adj,1,1,,1
dishonestly,adv,1,1,,1
dishonesty,noun,1,1,,1
dishpan,noun,1,1,,1
dishwasher,noun,1,1,,1
disillusion,noun_verb,1,1,,1
disillusioned,verb,1,1,,1
disillusionment,noun,1,1,,1
disincentive,noun_adj,1,1,,1
disinclined,verb_adj,1,1,,1
disinformation,noun,1,1,,1
disingenuous,adj,1,1,,1
disintegrate,verb,1,1,,1
disintegrated,verb,1,1,,1
disintegrates,verb,1,1,,1
disintegrating,verb,1,1,,1
disintegration,noun,1,1,,1
disinterested,adj,1,1,,1
disjointed,verb_adj,1,1,,1
disk,noun,1,1,,1
disks,noun,1,1,,1
dislike,noun_verb,1,1,,1
disliked,verb,1,1,,1
dislikes,noun_verb,1,1,,1
dislocated,verb,1,1,,1
dislocation,noun,1,1,,1
dislodge,verb,1,1,,1
dislodged,verb,1,1,,1
disloyal,adj,1,1,,1
dismal,adj,1,1,,1
dismally,adv,1,1,,1
dismantle,verb,1,1,,1
dismantled,verb,1,1,,1
dismantling,verb,1,1,,1
dismay,noun_verb,1,1,,1
dismayed,verb,1,1,,1
dismembered,verb,1,1,,1
dismemberment,noun,1,1,,1
dismiss,verb,1,1,,1
dismissal,noun,1,1,,1
dismissals,noun,1,1,,1
dismissed,verb,1,1,,1
dismisses,verb,1,1,,1
dismissing,verb,1,1,,1
dismissive,adj,1,1,,1
dismount,undef,1,1,,1
disney,noun,1,1,,1
disneyland,noun,1,1,,1
disneyworld,undef,1,1,,1
disobedience,noun,1,1,,1
disobey,verb,1,1,,1
disorder,noun_verb,1,1,,1
disorderly,adj,1,1,,1
disorders,noun_verb,1,1,,1
disorganised,verb,1,1,,1
disorganized,verb,1,1,,1
disorientating,verb,1,1,,1
disoriented,verb,1,1,,1
disorienting,verb,1,1,,1
disown,verb,1,1,,1
disowned,verb,1,1,,1
disparage,verb,1,1,,1
disparaging,verb,1,1,,1
disparate,noun_adj,1,1,,1
disparity,noun,1,1,,1
disparitys,noun,1,1,,1
dispassionate,adj,1,1,,1
dispatch,noun_verb,1,1,,1
dispatched,verb,1,1,,1
dispatcher,noun,1,1,,1
dispatches,noun_verb,1,1,,1
dispatching,verb,1,1,,1
dispel,verb,1,1,,1
dispelled,verb,1,1,,1
dispensation,noun,1,1,,1
dispense,verb,1,1,,1
dispensed,verb,1,1,,1
dispenser,noun,1,1,,1
dispensers,noun,1,1,,1
dispenses,verb,1,1,,1
dispensing,verb,1,1,,1
dispersal,noun,1,1,,1
disperse,verb_adj,1,1,,1
dispersed,verb,1,1,,1
dispersing,verb,1,1,,1
dispirited,verb_adj,1,1,,1
displace,verb,1,1,,1
displaced,verb,1,1,,1
displacement,noun,1,1,,1
displaces,verb,1,1,,1
displacing,verb,1,1,,1
display,noun_verb,1,1,,1
displayed,verb_adj,1,1,,1
displaying,verb,1,1,,1
displays,noun_verb,1,1,,1
displeased,verb,1,1,,1
displeasure,noun_verb,1,1,,1
disposable,noun_adj,1,1,,1
disposal,noun,1,1,,1
disposals,noun_verb,1,1,,1
dispose,noun_verb,1,1,,1
disposed,verb_adj,1,1,,1
disposing,verb,1,1,,1
disposition,noun,1,1,,1
dispossessed,verb_adj,1,1,,1
disproportionate,verb_adj,1,1,,1
disproportionately,adv,1,1,,1
disprove,verb,1,1,,1
dispute,noun_verb,1,1,,1
disputed,verb,1,1,,1
disputes,noun_verb,1,1,,1
disputing,verb,1,1,,1
disqualification,noun,1,1,,1
disqualified,verb,1,1,,1
disqualify,verb,1,1,,1
disquiet,noun_verb,1,1,,1
disregard,noun_verb,1,1,,1
disregarded,verb,1,1,,1
disregarding,verb,1,1,,1
disregards,verb,1,1,,1
disrepair,noun,1,1,,1
disreputable,adj,1,1,,1
disrepute,noun,1,1,,1
disrespect,noun_verb,1,1,,1
disrespectful,adj,1,1,,1
disrupt,verb,1,1,,1
disrupted,verb,1,1,,1
disrupting,verb,1,1,,1
disruption,noun,1,1,,1
disruptions,noun,1,1,,1
disruptive,adj,1,1,,1
dissatisfaction,noun,1,1,,1
dissatisfied,verb_adj,1,1,,1
dissect,verb,1,1,,1
dissected,verb_adj,1,1,,1
dissecting,verb,1,1,,1
dissection,noun,1,1,,1
disseminate,verb,1,1,,1
disseminated,verb,1,1,,1
dissemination,noun,1,1,,1
dissension,noun,1,1,,1
dissent,noun_verb,1,1,,1
dissenting,verb,1,1,,1
dissertation,noun,1,1,,1
dissertations,noun,1,1,,1
disservice,noun,1,1,,1
dissident,noun_adj,1,1,,1
dissidents,noun,1,1,,1
dissimilar,adj,1,1,,1
dissipate,verb,1,1,,1
dissipated,verb_adj,1,1,,1
dissipates,verb,1,1,,1
dissipating,verb,1,1,,1
dissipation,noun,1,1,,1
dissociate,verb,1,1,,1
dissociated,verb,1,1,,1
dissolution,noun,1,1,,1
dissolve,noun_verb,1,1,,1
dissolved,verb,1,1,,1
dissolves,verb,1,1,,1
dissolving,verb,1,1,,1
dissuade,verb,1,1,,1
dissuaded,verb,1,1,,1
dist,noun,1,1,,1
distance,noun_verb,1,1,,1
distanced,verb,1,1,,1
distances,noun_verb,1,1,,1
distancing,verb,1,1,,1
distant,adj,1,1,,1
distaste,noun_verb,1,1,,1
distasteful,adj,1,1,,1
distemper,noun_verb,1,1,,1
distended,verb_adj,1,1,,1
distill,verb,1,1,,1
distillation,noun,1,1,,1
distilled,verb_adj,1,1,,1
distinct,adj,1,1,,1
distinction,noun,1,1,,1
distinctions,noun,1,1,,1
distinctive,adj,1,1,,1
distinctly,adv,1,1,,1
distinguish,verb,1,1,,1
distinguishable,adj,1,1,,1
distinguished,verb_adj,1,1,,1
distinguishes,verb,1,1,,1
distinguishing,verb_adj,1,1,,1
distort,verb,1,1,,1
distorted,verb_adj,1,1,,1
distorting,verb,1,1,,1
distortion,noun,1,1,,1
distortions,noun,1,1,,1
distract,verb,1,1,,1
distracted,verb_adj,1,1,,1
distracting,verb,1,1,,1
distraction,noun,1,1,,1
distractions,noun,1,1,,1
distraught,adj,1,1,,1
distress,noun_verb,1,1,,1
distressed,verb_adj,1,1,,1
distressing,verb_adj,1,1,,1
distribute,verb,1,1,,1
distributed,verb,1,1,,1
distributes,verb,1,1,,1
distributing,verb,1,1,,1
distribution,noun,1,1,,1
distributions,noun,1,1,,1
distributive,noun_adj,1,1,,1
distributor,noun,1,1,,1
distributors,noun,1,1,,1
district,noun_verb,1,1,,1
districts,noun,1,1,,1
distrust,noun_verb,1,1,,1
distrusted,verb,1,1,,1
distrustful,adj,1,1,,1
distrusts,verb,1,1,,1
disturb,verb,1,1,,1
disturbance,noun,1,1,,1
disturbances,noun,1,1,,1
disturbed,verb_adj,1,1,,1
disturbing,verb_adj,1,1,,1
disturbingly,adv,1,1,,1
disturbs,verb,1,1,,1
disunity,noun,1,1,,1
disused,adj,1,1,,1
ditch,noun_verb,1,1,,1
ditched,verb,1,1,,1
ditches,noun_verb,1,1,,1
ditching,verb,1,1,,1
dithered,verb,1,1,,1
dithering,verb,1,1,,1
ditto,noun_verb,1,1,,1
dittys,noun,1,1,,1
diurnal,noun_adj,1,1,,1
div,noun,1,1,,1
diva,noun,1,1,,1
dive,noun_verb,1,1,,1
dived,noun_verb,1,1,,1
diver,noun,1,1,,1
diverge,verb,1,1,,1
divergent,adj,1,1,,1
diverse,adj,1,1,,1
diversification,noun,1,1,,1
diversified,verb,1,1,,1
diversify,verb,1,1,,1
diversifying,verb,1,1,,1
diversion,noun,1,1,,1
diversions,noun,1,1,,1
diversity,noun,1,1,,1
divert,verb,1,1,,1
diverted,verb,1,1,,1
diverting,verb_adj,1,1,,1
dives,noun_verb,1,1,,1
divest,verb,1,1,,1
divestiture,noun,1,1,,1
divide,noun_verb,1,1,,1
divided,verb_adj,1,1,,1
dividend,noun,1,1,,1
dividends,noun,1,1,,1
divider,noun,1,1,,1
dividers,noun,1,1,,1
divides,noun_verb,1,1,,1
dividing,verb,1,1,,1
divine,verb_adj,1,1,,1
diving,verb,1,1,,1
divining,verb,1,1,,1
divinity,noun,1,1,,1
division,noun,1,1,,1
divisions,noun,1,1,,1
divisive,adj,1,1,,1
divorce,noun_verb,1,1,,1
divorced,verb,1,1,,1
divorces,noun_verb,1,1,,1
divorcing,verb,1,1,,1
divulge,verb,1,1,,1
divulged,verb,1,1,,1
divulging,verb,1,1,,1
dixie,noun,1,1,,1
dixon,noun,1,1,,1
dizziness,noun,1,1,,1
dizzy,verb_adj,1,1,,1
dizzying,verb_adj,1,1,,1
dmitri,noun,1,1,,1
dmitry,noun,1,1,,1
do,aux,1,1,,0
doable,adj,1,1,,1
doberman,noun,1,1,,1
dobson,noun,1,1,,1
doc,noun,1,1,,1
docile,adj,1,1,,1
dock,noun_verb,1,1,,1
docked,verb,1,1,,1
dockers,noun,1,1,,1
docking,verb,1,1,,1
docks,noun_verb,1,1,,1
dockyard,noun,1,1,,1
docs,noun_verb,1,1,,1
doctor,noun_verb,1,1,,1
doctoral,adj,1,1,,1
doctorate,noun,1,1,,1
doctorow,undef,1,1,,1
doctors,noun_verb,1,1,,1
doctrine,noun,1,1,,1
doctrines,noun,1,1,,1
documentary,noun_adj,1,1,,1
documentarys,noun,1,1,,1
documentation,noun,1,1,,1
documented,verb,1,1,,1
documenting,verb,1,1,,1
dodd,noun,1,1,,1
dodds,noun,1,1,,1
dodge,noun_verb,1,1,,1
dodged,verb,1,1,,1
dodgers,noun,1,1,,1
dodges,noun_verb,1,1,,1
dodging,verb,1,1,,1
dodgy,adj,1,1,,1
doe,noun,1,1,,1
does,undef,1,1,,1
doesnt,aux,1,1,,0
dog,noun_verb,1,1,,1
dogged,undef,1,1,,1
doggedly,adv,1,1,,1
doggy,noun_adj,1,1,,1
doghouse,noun,1,1,,1
dogma,noun,1,1,,1
dogmatic,adj,1,1,,1
dogs,noun_verb,1,1,,1
doh,noun,1,1,,1
doherty,noun,1,1,,1
doi,noun,1,1,,1
doing,aux,1,1,,0
doings,noun,1,1,,1
dolan,noun,1,1,,1
dolby,noun,1,1,,1
dolce,adj_adv,1,1,,1
doldrums,noun,1,1,,1
dole,noun_verb,1,1,,1
doled,verb,1,1,,1
doling,verb,1,1,,1
dolittle,undef,1,1,,1
doll,noun_verb,1,1,,1
dollar,noun,1,1,,1
dollars,noun,1,1,,1
dollop,noun_verb,1,1,,1
dolls,noun_verb,1,1,,1
dolly,noun_verb,1,1,,1
dolores,noun,1,1,,1
dolphin,noun,1,1,,1
dolphins,noun,1,1,,1
dom,noun,1,1,,1
domain,noun,1,1,,1
domaine,undef,1,1,,1
domains,noun,1,1,,1
dome,noun_verb,1,1,,1
domed,verb_adj,1,1,,1
domes,noun,1,1,,1
domestic,noun_adj,1,1,,1
domestically,adv,1,1,,1
domesticated,verb,1,1,,1
domestication,noun,1,1,,1
dominance,noun,1,1,,1
dominant,noun_adj,1,1,,1
dominate,verb,1,1,,1
dominated,verb,1,1,,1
dominates,verb,1,1,,1
dominating,verb,1,1,,1
domination,noun,1,1,,1
domineering,verb_adj,1,1,,1
domingo,noun,1,1,,1
dominic,noun,1,1,,1
dominica,noun,1,1,,1
dominican,noun_adj,1,1,,1
dominicans,noun,1,1,,1
dominick,noun,1,1,,1
dominik,noun,1,1,,1
dominion,noun,1,1,,1
dominions,noun,1,1,,1
dominique,noun,1,1,,1
domino,noun,1,1,,1
dominoes,noun,1,1,,1
don,noun_verb,1,1,,1
dona,noun,1,1,,1
donald,noun,1,1,,1
donaldson,noun,1,1,,1
donate,verb,1,1,,1
donated,verb,1,1,,1
donating,verb,1,1,,1
donation,noun,1,1,,1
donations,noun,1,1,,1
done,aux,1,1,,0
donegal,noun,1,1,,1
donkey,noun,1,1,,1
donkeys,noun,1,1,,1
donna,noun,1,1,,1
donned,verb,1,1,,1
donnelly,noun,1,1,,1
donner,undef,1,1,,1
donnie,noun,1,1,,1
donning,verb,1,1,,1
donny,noun,1,1,,1
donoghue,noun,1,1,,1
donohue,noun,1,1,,1
donor,noun,1,1,,1
donors,noun,1,1,,1
donovan,noun,1,1,,1
dons,noun_verb,1,1,,1
dont,aux,1,1,,0
donut,noun,1,1,,1
donuts,noun,1,1,,1
dooley,noun,1,1,,1
doolittle,noun,1,1,,1
doom,noun_verb,1,1,,1
doomed,verb,1,1,,1
doomsday,noun,1,1,,1
doonesbury,undef,1,1,,1
door,noun,1,1,,1
doorbell,noun,1,1,,1
doorman,noun,1,1,,1
doors,noun,1,1,,1
doorstep,noun,1,1,,1
doorsteps,noun,1,1,,1
doorway,noun,1,1,,1
doorways,noun,1,1,,1
dopamine,undef,1,1,,1
dope,noun_verb,1,1,,1
doped,verb,1,1,,1
dopey,adj,1,1,,1
doping,verb,1,1,,1
doppler,noun,1,1,,1
dorado,noun,1,1,,1
doran,noun,1,1,,1
dore,noun,1,1,,1
doris,noun,1,1,,1
doritos,noun_verb,1,1,,1
dorking,noun,1,1,,1
dorm,noun,1,1,,1
dorman,noun,1,1,,1
dormant,adj,1,1,,1
dorothea,noun,1,1,,1
dorothy,noun,1,1,,1
dorset,noun,1,1,,1
dos,noun,1,1,,1
dosage,noun,1,1,,1
dose,noun_verb,1,1,,1
doses,noun_verb,1,1,,1
dossier,noun,1,1,,1
dost,aux,1,1,,0
dostoevsky,noun,1,1,,1
dot,noun_verb,1,1,,1
dotcom,undef,1,1,,1
dotcoms,noun,1,1,,1
doted,verb,1,1,,1
doth,aux,1,1,,0
doting,verb_adj,1,1,,1
dots,noun_verb,1,1,,1
dotted,verb_adj,1,1,,1
dottie,noun,1,1,,1
double,noun_verb,1,1,,1
doubled,verb,1,1,,1
doubleday,noun,1,1,,1
doubleheader,noun,1,1,,1
doubles,noun_verb,1,1,,1
doubleyou,noun,4,4,,1
doubling,noun_verb,1,1,,1
doubly,adv,1,1,,1
doubt,noun_verb,1,1,,1
doubted,verb,1,1,,1
doubters,noun_verb,1,1,,1
doubtful,adj,1,1,,1
doubtfully,adv,1,1,,1
doubting,verb,1,1,,1
doubtless,adv,1,1,,1
doubts,noun_verb,1,1,,1
doug,noun,1,1,,1
dougal,noun,1,1,,1
dough,noun,1,1,,1
doughnut,noun,1,1,,1
doughnuts,noun,1,1,,1
doughty,adj,1,1,,1
douglas,noun,1,1,,1
douglass,noun,1,1,,1
dour,adj,1,1,,1
douse,noun_verb,1,1,,1
doused,verb,1,1,,1
dov,noun,1,1,,1
dove,verb,1,1,,1
dover,noun,1,1,,1
doves,noun,1,1,,1
dovish,adj,1,1,,1
dow,noun,1,1,,1
dowager,undef,1,1,,1
dowd,noun,1,1,,1
dowdy,noun_adj,1,1,,1
dowling,noun,1,1,,1
down,prep,1,1,,0
downbeat,noun_adj,1,1,,1
downed,verb,1,1,,1
downer,noun,1,1,,1
downers,noun_verb,1,1,,1
downey,noun,1,1,,1
downfall,noun,1,1,,1
downgrade,noun_verb,1,1,,1
downgraded,verb,1,1,,1
downgrades,verb,1,1,,1
downgrading,verb,1,1,,1
downhill,noun_adj,1,1,,1
downing,verb,1,1,,1
download,undef,1,1,,1
downloadable,adj,1,1,,1
downloaded,verb_adj,1,1,,1
downloading,verb,1,1,,1
downloads,noun_verb,1,1,,1
downplay,verb,1,1,,1
downpours,noun,1,1,,1
downright,noun_adj,1,1,,1
downs,noun_verb,1,1,,1
downside,noun,1,1,,1
downsides,noun_verb,1,1,,1
downsizing,verb,1,1,,1
downstairs,adj_adv,1,1,,1
downstream,adj,1,1,,1
downtime,noun,1,1,,1
downtown,noun_adj,1,1,,1
downtrodden,adj,1,1,,1
downturn,noun,1,1,,1
downward,adj,1,1,,1
downwards,adv,1,1,,1
downwind,adv,1,1,,1
dowry,undef,1,1,,1
doyle,noun,1,1,,1
dozen,noun,2,2,,1
dozens,noun,1,1,,1
dozing,verb,1,1,,1
drab,adj,1,1,,1
drabble,verb,1,1,,1
drachma,noun,1,1,,1
draconian,adj,1,1,,1
dracula,noun,1,1,,1
draft,noun_verb,1,1,,1
drafted,verb,1,1,,1
drafting,noun_verb,1,1,,1
drafts,noun_verb,1,1,,1
drag,noun_verb,1,1,,1
dragged,verb,1,1,,1
dragging,verb_adj,1,1,,1
dragline,noun,1,1,,1
dragon,noun,1,1,,1
dragonboats,noun_verb,1,1,,1
dragons,noun,1,1,,1
drags,verb,1,1,,1
drain,noun_verb,1,1,,1
drainage,noun,1,1,,1
drainboard,noun,1,1,,1
drained,verb,1,1,,1
draining,verb,1,1,,1
drains,noun_verb,1,1,,1
drake,noun,1,1,,1
dram,noun,1,1,,1
drama,noun,1,1,,1
dramas,noun,1,1,,1
dramatic,adj,1,1,,1
dramatically,adv,1,1,,1
dramatise,verb,1,1,,1
dramatist,undef,1,1,,1
dramatists,noun,1,1,,1
drank,verb,1,1,,1
draped,verb,1,1,,1
draper,noun,1,1,,1
drastic,adj,1,1,,1
drastically,adv,1,1,,1
draught,noun_verb,1,1,,1
draw,noun_verb,1,1,,1
drawback,noun_verb,1,1,,1
drawbacks,noun,1,1,,1
drawer,noun,1,1,,1
drawers,noun,1,1,,1
drawing,noun_verb,1,1,,1
drawings,noun,1,1,,1
drawl,noun_verb,1,1,,1
drawn,verb_adj,1,1,,1
draws,noun_verb,1,1,,1
drayton,noun,1,1,,1
dre,noun,1,1,,1
dread,noun_verb,1,1,,1
dreaded,verb_adj,1,1,,1
dreadful,adj,1,1,,1
dreadfully,adv,1,1,,1
dreading,verb,1,1,,1
dreadnoughts,noun,1,1,,1
dream,noun_verb,1,1,,1
dreamcast,noun,1,1,,1
dreamed,verb,1,1,,1
dreamer,noun,1,1,,1
dreamers,noun,1,1,,1
dreamily,adv,1,1,,1
dreaming,verb,1,1,,1
dreams,noun_verb,1,1,,1
dreamt,verb,1,1,,1
dreamweaver,noun,1,1,,1
dreamworks,noun_verb,1,1,,1
dreamy,adj,1,1,,1
dreary,adj,1,1,,1
dreck,noun,1,1,,1
dredge,noun_verb,1,1,,1
dredged,verb,1,1,,1
dredging,verb,1,1,,1
dreher,noun,1,1,,1
dreiser,noun,1,1,,1
drenched,verb,1,1,,1
drescher,noun,1,1,,1
dresden,noun_adj,1,1,,1
dress,noun_verb,1,1,,1
dressage,noun,1,1,,1
dressed,verb,1,1,,1
dresser,noun,1,1,,1
dresses,noun_verb,1,1,,1
dressing,noun_verb,1,1,,1
drew,verb,1,1,,1
dreyfus,noun,1,1,,1
dribbled,verb,1,1,,1
dried,verb,1,1,,1
drier,adj,1,1,,1
driers,noun,1,1,,1
driest,adj,1,1,,1
drift,noun_verb,1,1,,1
drifted,verb,1,1,,1
drifter,noun,1,1,,1
drifting,verb,1,1,,1
drifts,noun_verb,1,1,,1
drill,noun_verb,1,1,,1
drilled,verb,1,1,,1
drilling,noun_verb,1,1,,1
drills,noun_verb,1,1,,1
drink,noun_verb,1,1,,1
drinker,noun,1,1,,1
drinkers,noun,1,1,,1
drinking,noun_verb,1,1,,1
drinks,noun_verb,1,1,,1
drip,noun_verb,1,1,,1
dripping,noun_verb,1,1,,1
drips,noun_verb,1,1,,1
drive,noun_verb,1,1,,1
driven,verb,1,1,,1
driver,noun,1,1,,1
drivers,noun,1,1,,1
drives,noun_verb,1,1,,1
driveway,noun,1,1,,1
driving,verb_adj,1,1,,1
drizzle,noun_verb,1,1,,1
droit,noun,1,1,,1
droll,adj,1,1,,1
drone,noun_verb,1,1,,1
drones,noun_verb,1,1,,1
droning,verb,1,1,,1
drool,noun_verb,1,1,,1
drooling,verb,1,1,,1
drooping,verb,1,1,,1
drop,noun_verb,1,1,,1
droplet,noun,1,1,,1
droplets,noun,1,1,,1
dropped,verb,1,1,,1
dropping,noun_verb,1,1,,1
droppings,noun,1,1,,1
drops,noun_verb,1,1,,1
dross,noun,1,1,,1
drought,noun,1,1,,1
droughts,noun,1,1,,1
drove,verb,1,1,,1
droves,noun,1,1,,1
drown,verb,1,1,,1
drowned,verb,1,1,,1
drowning,verb,1,1,,1
drowns,verb,1,1,,1
drowse,undef,1,1,,1
drowsed,verb,1,1,,1
drubbing,noun_verb,1,1,,1
drudge,noun_verb,1,1,,1
drudgery,noun,1,1,,1
drug,noun_verb,1,1,,1
drugs,noun_verb,1,1,,1
drugstore,noun,1,1,,1
drugstores,noun,1,1,,1
drum,noun_verb,1,1,,1
drummed,verb,1,1,,1
drummer,noun,1,1,,1
drummers,noun,1,1,,1
drumming,verb,1,1,,1
drummond,noun,1,1,,1
drums,noun_verb,1,1,,1
drunk,noun_verb_adj,1,1,,1
drunken,adj,1,1,,1
drunkenness,noun,1,1,,1
drunks,noun,1,1,,1
dry,verb_adj,1,1,,1
dryden,noun,1,1,,1
dryer,noun,1,1,,1
dryers,noun,1,1,,1
drying,verb_adj,1,1,,1
dryly,adv,1,1,,1
dryness,noun,1,1,,1
drys,verb,1,1,,1
du,noun,1,1,,1
dual,noun_adj,1,1,,1
duane,noun,1,1,,1
duarte,noun,1,1,,1
dub,noun_verb,1,1,,1
dubai,noun,1,1,,1
dubbed,verb,1,1,,1
dubbing,noun_verb,1,1,,1
dubinsky,noun,1,1,,1
dubious,adj,1,1,,1
dublin,noun,1,1,,1
dubois,noun,1,1,,1
dubuque,noun,1,1,,1
dubya,noun,1,1,,1
duchesne,undef,1,1,,1
duchess,noun,1,1,,1
duck,noun_verb,1,1,,1
ducked,verb,1,1,,1
ducking,noun_verb,1,1,,1
duckling,noun,1,1,,1
ducklings,noun,1,1,,1
ducks,noun_verb,1,1,,1
duct,noun,1,1,,1
ducts,noun,1,1,,1
dud,noun_adj,1,1,,1
dude,noun,1,1,,1
dudes,noun,1,1,,1
dudley,noun,1,1,,1
due,noun_adj,1,1,,1
duel,noun_verb,1,1,,1
dueling,verb,1,1,,1
dues,noun,1,1,,1
duet,noun,1,1,,1
duets,noun,1,1,,1
duff,noun,1,1,,1
duffs,noun_verb,1,1,,1
duffy,noun,1,1,,1
dug,noun_verb,1,1,,1
dugout,noun,1,1,,1
dukakis,noun,1,1,,1
duke,noun,1,1,,1
dukes,noun,1,1,,1
dull,verb_adj,1,1,,1
dulled,verb,1,1,,1
duller,adj,1,1,,1
dulles,noun,1,1,,1
dullest,adj,1,1,,1
dullness,noun,1,1,,1
duluth,noun,1,1,,1
duly,adv,1,1,,1
duma,noun,1,1,,1
dumas,noun,1,1,,1
dumb,adj,1,1,,1
dumber,adj,1,1,,1
dumbest,adj,1,1,,1
dumbfound,undef,1,1,,1
dumbing,verb,1,1,,1
dummy,noun_verb,1,1,,1
dummys,noun,1,1,,1
dumont,noun,1,1,,1
dump,noun_verb,1,1,,1
dumped,verb,1,1,,1
dumping,verb,1,1,,1
dumplings,noun,1,1,,1
dumps,noun_verb,1,1,,1
dumpster,undef,1,1,,1
dun,noun_verb,1,1,,1
dunbar,noun,1,1,,1
duncan,noun,1,1,,1
dunce,noun,1,1,,1
dundalk,undef,1,1,,1
dundee,noun,1,1,,1
dune,noun,1,1,,1
dunes,noun,1,1,,1
dung,noun_verb,1,1,,1
dungeon,noun,1,1,,1
dunham,noun,1,1,,1
dunk,verb,1,1,,1
dunlop,noun,1,1,,1
dunn,noun,1,1,,1
dunne,noun,1,1,,1
dunning,verb,1,1,,1
dunno,noun,1,1,,1
duo,noun,1,1,,1
duopoly,noun,1,1,,1
duped,verb,1,1,,1
duper,noun,1,1,,1
dupes,noun_verb,1,1,,1
duplicated,verb,1,1,,1
duplicating,verb,1,1,,1
duplication,noun,1,1,,1
duplicity,noun,1,1,,1
dupont,noun,1,1,,1
dupriest,adj,1,1,,1
dupuis,undef,1,1,,1
durability,noun,1,1,,1
durable,noun_adj,1,1,,1
durables,noun,1,1,,1
duran,undef,1,1,,1
durango,noun,1,1,,1
durante,noun,1,1,,1
